rppg
-0.12825878244915412
-0.13526635112086088
-0.14233092366864475
-0.14945245093949627
-0.1566308712541694
-0.16386611028532785
-0.17115808094180165
-0.178506683249672
-0.18591180422390913
-0.1933733177285211
-0.20089108432454275
-0.20846495110530544
-0.21609475151909435
-0.22378030517982161
-0.23152141766622966
-0.23931788030991005
-0.24716946997239309
-0.2550759488116197
-0.26303706403808946
-0.2710525476607239
-0.27912211622200467
-0.2872454705217405
-0.2954222953293181
-0.3036522590850629
-0.31193501359162074
-0.3202701936960644
-0.32865741696322304
-0.3370962833406887
-0.3455863748159639
-0.3541272550662223
-0.36271846910116695
-0.3713595428994782
-0.38004998303940624
-0.3887892763242903
-0.3975768894040112
-0.40641226839317507
-0.4152948384862871
-0.4242240035699639
-0.4331991458324572
-0.44221962537098713
-0.45128477979744214
-0.4603939238430089
-0.4695463489623033
-0.47874132293757643
-0.4879780894836328
-0.4972558678543135
-0.5065738524516257
-0.5159312124383805
-0.5253270913547178
-0.5347606067388946
-0.5442308497531538
-0.5537368848154941
-0.5632777492377242
-0.57285245287019
-0.5824599777539926
-0.5920992777815217
-0.6017692783656344
-0.611468876117591
-0.6211969385340801
-0.6309523036938804
-0.6407337799648132
-0.6505401457218548
-0.660370149077497
-0.6702225076252195
-0.6800959081964462
-0.6899890066313525
-0.6999004275643219
-0.7098287642248454
-0.7197725782541645
-0.7297303995377321
-0.7397007260537783
-0.7496820237384807
-0.7596727263682883
-0.7696712354599372
-0.7796759201886904
-0.7896851173253302
-0.7996971311924213
-0.8097102336403519
-0.8197226640436539
-0.8297326293180912
-0.839738303959
-0.84973783010135
-0.8597293176019877
-0.8697108441445071
-0.8796804553671898
-0.8896361650144351
-0.8995759551120958
-0.9094977761671185
-0.919399547391881
-0.9292791569535978
-0.9391344622491561
-0.9489632902057262
-0.9587634376074752
-0.9685326714486993
-0.9782687293136758
-0.9879693197835153
-0.9976321228702848
-1.0072547904786509
-1.0168349468952789
-1.0263701893062047
-1.0358580883423785
-1.0452961886535552
-1.0546820095106972
-1.0640130454370302
-1.0732867668678734
-1.0825006208393522
-1.091652031706076
-1.1007384018878474
-1.1097571126454424
-1.11870552488548
-1.1275809799943863
